,representative_name,representative_state,representative_party,representative_committee,link,issues_catched
300,"Jordan, Jim",Ohio,R,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Judiciary,https://jordan.house.gov/,"['Agriculture', 'Budget and Fiscal Issues', 'Defense', 'Education', 'Energy and Natural Resources', 'Government Reform', 'Healthcare', 'Immigration', 'Pro-Life and Family Issues', 'Social Security', 'Taxes', 'Veterans']"
301,"Bishop, Dan",North Carolina,R,Select Subcommittee on the Weaponization of the Fed Govt|Homeland Security|Judiciary,https://danbishop.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
302,"Wenstrup, Brad",Ohio,R,Intelligence|Select Subcommittee on the Coronavirus Pandemic|Ways and Means,https://wenstrup.house.gov/,
303,"Latta, Robert",Ohio,R,Energy and Commerce,https://latta.house.gov/,
304,"Manning, Kathy",North Carolina,D,Education and the Workforce|Foreign Affairs,https://manning.house.gov/,"['Education', 'Health', 'Economic Development', 'Foreign Policy and National Security', 'Investing in our Community', 'Energy and Environment', 'House Bipartisan Task Force for Combating Antisemitism']"
305,"Sablan, Gregorio",Northern Mariana Islands,D,Education and the Workforce|Natural Resources,https://sablan.house.gov/,
306,"Sykes, Emilia",Ohio,D,"Transportation and Infrastructure|Science, Space, and Technology",https://sykes.house.gov/,
307,"Brown, Shontel",Ohio,D,Agriculture|Oversight and Accountability|Select Comm on the Strategic Competition US and China,https://shontelbrown.house.gov/,"['Civil Rights', 'Criminal Justice Reform', 'Economy and Economic Development', 'Education', 'Energy and Environment', 'Foreign Affairs', 'Health', 'Infrastructure', 'Nutrition and Agriculture', 'Reproductive Rights']"
308,"Davidson, Warren",Ohio,R,Financial Services|Foreign Affairs|Select Subcommittee on the Weaponization of the Fed Govt,https://davidson.house.gov/,
309,"Kaptur, Marcy",Ohio,D,Appropriations,https://kaptur.house.gov/,"['Agriculture', 'Campaign Finance Reform', 'Education and Student Loans', 'Energy', 'Environment', 'Foreign Affairs', 'Great Lakes Restoration', 'Health Care', 'Jobs and the Economy', 'National Security', 'Retirement Security', 'Trade', 'Transportation and Infrastructure', 'Veterans', 'Wall Street Reform']"
310,"Turner, Michael",Ohio,R,Armed Services|Oversight and Accountability|Intelligence,https://turner.house.gov/,
311,"Hern, Kevin",Oklahoma,R,Ways and Means,https://hern.house.gov/,
312,"Brecheen, Josh",Oklahoma,R,Budget|Homeland Security,https://brecheen.house.gov/,
313,"Cole, Tom",Oklahoma,R,Appropriations,https://cole.house.gov/,"['Agriculture', 'Defense, National Security & Foreign Affairs', 'Economy & Small Business', 'Education', 'Energy & Environment', 'Healthcare', 'Immigration', 'Life', 'Natural Resources', 'Science and Technology']"
314,"Miller, Max",Ohio,R,"Agriculture|Science, Space, and Technology",https://maxmiller.house.gov/,
315,"Joyce, David",Ohio,R,Appropriations|Ethics,https://joyce.house.gov/,
316,"Lucas, Frank",Oklahoma,R,"Agriculture|Financial Services|Science, Space, and Technology",https://lucas.house.gov/,
317,"Balderson, Troy",Ohio,R,Energy and Commerce,https://balderson.house.gov/,
318,"Hoyle, Val",Oregon,D,Natural Resources|Transportation and Infrastructure,https://hoyle.house.gov/,
319,"Carey, Mike",Ohio,R,House Administration|Joint Committee of Congress on the Library|Ways and Means,https://carey.house.gov/,
320,"Evans, Dwight",Pennsylvania,D,Ways and Means,https://evans.house.gov/,"['Agriculture', 'Civil Rights', 'Congress', 'Education', 'Energy', 'Environment', 'Food Insecurity', 'Health', 'Housing', 'Immigration']"
321,"Bonamici, Suzanne",Oregon,D,"Education and the Workforce|Science, Space, and Technology",https://bonamici.house.gov/,"['Civil Rights', 'Consumer Protection', 'Education', 'Energy and Environment', 'Fiscal Responsibility', 'Foreign Affairs and National Security', 'Gun Violence Prevention', 'Veterans', 'Health Care', 'Housing and Homelessness']"
322,"Boyle, Brendan",Pennsylvania,D,Budget,https://boyle.house.gov/,"['Budget and Fiscal Responsibility', 'Education and Student Loans', 'Energy and Environment', 'Health Care', 'Jobs and the Economy', 'Local Issues', 'National Security and Foreign Policy', 'Seniors', 'Government Reform', 'Veterans']"
323,"Bice, Stephanie",Oklahoma,R,"Appropriations|House Administration|Science, Space, and Technology",https://bice.house.gov/,"['Values', 'Budget and Spending', 'Education', 'Energy and Environment', 'Health', 'Defense and Veterans']"
324,"Bentz, Cliff",Oregon,R,Natural Resources|Judiciary,https://bentz.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Foreign Affairs', 'Vote Notes', 'Yes: Motion to Refer H. Res. 863 to the Homeland Security Committee – Impeaching Alejandro Mayorkas']"
325,"Fitzpatrick, Brian",Pennsylvania,R,Intelligence|Ways and Means,https://fitzpatrick.house.gov/,
326,"Houlahan, Chrissy",Pennsylvania,D,Armed Services|Intelligence,https://houlahan.house.gov/,
327,"Blumenauer, Earl",Oregon,D,Budget|Ways and Means,https://blumenauer.house.gov/,"['Animal Welfare', 'Campaign Finance Reform and Good Governance', 'Cannabis Reform', 'Civil and Constitutional Rights', 'Defense, Homeland Security, and Foreign Affairs', 'Education', 'Environment and Energy', 'Food and Farm', 'Foreign Affairs', 'Gun Violence', 'Health Care and Social Security', 'Housing', 'Immigration', 'Jobs and the Economy', 'Neuroscience and the Congressional Neuroscience Caucus', 'Public Broadcasting', 'Tax Fairness', 'Transportation and Infrastructure', 'Tribal Issues', 'Veterans, National Guard and Reserves, Active Duty Military']"
328,"Scanlon, Mary",Pennsylvania,D,Judiciary|Rules,https://scanlon.house.gov/,
329,"Dean, Madeleine",Pennsylvania,D,Foreign Affairs|Judiciary,https://dean.house.gov/,
330,"Salinas, Andrea",Oregon,D,"Agriculture|Science, Space, and Technology",https://salinas.house.gov/,"['Education', 'Energy and Environment', 'Health Care', 'Veterans', 'Civil Rights', 'Defending Democracy', 'Food and Farm', 'Foreign Affairs and National Security', 'Gun Violence Prevention', 'Housing and Homelessness']"
331,"Chavez-DeRemer, Lori",Oregon,R,Agriculture|Education and the Workforce|Transportation and Infrastructure,https://chavez-deremer.house.gov/,"['Immigration & Border Security', 'Public Safety', 'Transportation & Infrastructure', 'Agriculture & Rural Development', 'Congress', 'Economy & Labor', 'Education', 'Health', 'Veterans', 'Forestry & Environment']"
332,"Perry, Scott",Pennsylvania,R,Foreign Affairs|Oversight and Accountability|Intelligence|Transportation and Infrastructure,https://perry.house.gov/,
333,"Cartwright, Matt",Pennsylvania,D,Appropriations,https://cartwright.house.gov/,
334,"Joyce, John",Pennsylvania,R,Energy and Commerce|Select Subcommittee on the Coronavirus Pandemic,https://johnjoyce.house.gov/,"['Congress', 'Economy', 'National Security', 'Energy', 'Health', 'Veterans']"
335,"Reschenthaler, Guy",Pennsylvania,R,Appropriations|Rules,https://reschenthaler.house.gov/,
336,"Thompson, Glenn",Pennsylvania,R,Agriculture|Education and the Workforce,https://thompson.house.gov/,"['Allegheny National Forest', 'Career and Technical Education Caucus', 'Education', 'Energy', 'Marcellus Shale', 'Military Service & Veterans Affairs', 'Agriculture', 'Healthcare']"
337,"Lee, Summer",Pennsylvania,D,"Oversight and Accountability|Science, Space, and Technology",https://summerlee.house.gov/,
338,"Amo, Gabe",Rhode Island,D,"Foreign Affairs|Science, Space, and Technology",https://amo.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
339,"Meuser, Daniel",Pennsylvania,R,Financial Services|Small Business,https://meuser.house.gov/,"['Energy', 'Veterans', 'Education', 'Congress', 'Economy', 'Health']"
340,"Kelly, Mike",Pennsylvania,R,Ways and Means,https://kelly.house.gov/,"['Agriculture', 'Education', 'Health Care', 'Pro-Life & Family Values', 'Second Amendment Rights', 'Seniors & Retirement Security', 'Tax Reform, Small Business, & The Economy', 'Transportation & Infrastructure', 'Veterans & Defense']"
341,"Magaziner, Seth",Rhode Island,D,Homeland Security|Natural Resources,https://magaziner.house.gov/,"['Jobs and the Economy', 'Education', 'Energy and Environment', 'Health Care', 'Veterans', 'Gun Violence Prevention', 'Seniors', 'Reproductive Rights', 'Protecting our Democracy']"
342,"Wild, Susan",Pennsylvania,D,Education and the Workforce|Foreign Affairs|Ethics,https://wild.house.gov/,"['Bipartisanship', 'Education', 'Foreign Affairs and National Security', 'Health Care', 'Jobs and the Economy', 'Public Safety', 'Veterans', 'Environment', 'Infrastructure', 'Seniors', 'Voting Rights and Corruption']"
343,"Mace, Nancy",South Carolina,R,Armed Services|Oversight and Accountability|Veterans' Affairs,https://mace.house.gov/,"['Infrastructure', 'Jobs & Economy', 'Spending', 'Veterans', 'Environment', 'Offshore Drilling', 'Parris Island', 'Civil Rights', 'Healthcare', 'Defense & Security']"
344,"Smucker, Lloyd",Pennsylvania,R,Budget|Education and the Workforce|Ways and Means,https://smucker.house.gov/,"['Agriculture', 'Budget', 'Congress', 'Coronavirus', 'Economy & Jobs', 'Education', 'Energy & Environment', 'Foreign Affairs', 'Health Care', 'Immigration', 'Infrastructure', 'National Security', 'Tax Reform', 'Trade', 'Values', 'Veterans Issues']"
345,"Wilson, Joe",South Carolina,R,Armed Services|Education and the Workforce|Foreign Affairs,https://joewilson.house.gov/,"['Economy and Jobs', 'Education', 'Energy', 'Foreign Affairs', 'Immigration', 'National Security', 'Our Veterans']"
346,"Norman, Ralph",South Carolina,R,Financial Services|Budget|Rules,https://norman.house.gov/,
347,"Timmons, William",South Carolina,R,Financial Services|Oversight and Accountability,https://timmons.house.gov/,
348,"Harshbarger, Diana",Tennessee,R,Energy and Commerce,https://harshbarger.house.gov/,
349,"Clyburn, James",South Carolina,D,,https://clyburn.house.gov/,
350,"Johnson, Dusty",South Dakota,R,Agriculture|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,https://dustyjohnson.house.gov/,"['Agriculture', 'Congress', 'Economy', 'Education', 'Energy', 'Health', 'Transportation & Infrastructure', 'Veterans', 'Border Security', 'Coronavirus - COVID-19', 'Pro-Life', 'Second Amendment', 'Trade', 'Tribal Affairs', 'China']"
351,"Fry, Russell",South Carolina,R,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Judiciary,https://fry.house.gov/,
352,"Gonzalez-Colon, Jenniffer",Puerto Rico,R,Natural Resources|Transportation and Infrastructure,https://gonzalez-colon.house.gov/,"['Hurricane Preparedness', 'Statehood', 'Federal Government Resources', 'Economy', 'Health', 'Veterans']"
353,"DesJarlais, Scott",Tennessee,R,Agriculture|Armed Services,https://desjarlais.house.gov/,
354,"Green, Mark",Tennessee,R,Foreign Affairs|Homeland Security,https://markgreen.house.gov/,
355,"Cohen, Steve",Tennessee,D,Judiciary|Transportation and Infrastructure,https://cohen.house.gov/,"['Children and Families', 'Defense', 'Education', 'Environment', 'Health Care', 'Homeland Security', 'Transportation', ""Veterans' Affairs"", 'Arts', 'Budget']"
356,"Deluzio, Christopher",Pennsylvania,D,Armed Services|Transportation and Infrastructure,https://deluzio.house.gov/,"['100 Days of Serving Western PA', 'Derailment Resources and Updates', 'FY2024 Community Project Funding', 'FY 2025 Requested Community Projects']"
357,"Duncan, Jeff",South Carolina,R,Energy and Commerce,https://jeffduncan.house.gov/,"['Energy', 'Constitutional Issues', 'Economy and Jobs', 'Education', 'Financial Services', 'Health', 'Veterans', 'Foreign Affairs', 'Homeland Security', 'Social Issues']"
358,"Ogles, Andrew",Tennessee,R,Financial Services,https://ogles.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
359,"Burchett, Tim",Tennessee,R,Foreign Affairs|Oversight and Accountability|Transportation and Infrastructure,https://burchett.house.gov/,"['Abortion', 'Debt & Deficit', 'Education', 'Foreign Affairs', 'Transportation & Infrastructure', 'Veterans', 'Oversight & Accountability', 'Second Amendment', 'Social Security & Medicare', 'Border Security']"
360,"Moran, Nathaniel",Texas,R,Education and the Workforce|Foreign Affairs|Judiciary,https://moran.house.gov/,
361,"Crenshaw, Dan",Texas,R,Energy and Commerce|Intelligence,https://crenshaw.house.gov/,
362,"Fallon, Pat",Texas,R,Armed Services|Oversight and Accountability,https://fallon.house.gov/,
363,"Ellzey, Jake",Texas,R,Appropriations|Small Business,https://ellzey.house.gov/,
364,"Fleischmann, Charles",Tennessee,R,"Appropriations|Science, Space, and Technology",https://fleischmann.house.gov/,"['Education', 'Foreign Affairs', 'Social Security', 'Veterans', 'Transportation', 'Family Values', 'Tax Reform', 'Energy', 'Ending Illegal Immigration and Immigration Reform', 'Health Care']"
365,"Gooden, Lance",Texas,R,Armed Services|Judiciary,https://gooden.house.gov/,
366,"Fletcher, Lizzie",Texas,D,Energy and Commerce,https://fletcher.house.gov/,
367,"Rose, John",Tennessee,R,Agriculture|Financial Services,https://johnrose.house.gov/,"['Real ID Assistance', 'Congress', 'COVID-19', 'Economy']"
368,"McCaul, Michael",Texas,R,Foreign Affairs|Homeland Security,https://mccaul.house.gov/,"['Border Security', 'Economy', 'Energy', 'Foreign Affairs', 'Health Care', 'High Tech and Semiconductors', 'Veterans']"
369,"Rulli, Michael A.",Ohio,R,Education and the Workforce|Judiciary,https://rulli.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
370,"Self, Keith",Texas,R,Foreign Affairs|Veterans' Affairs,https://keithself.house.gov/,"['National Debt', 'Life', 'Energy', 'Border Security & Immigration', 'Second Amendment', 'Education', 'Health Care', 'Small Businesses', 'Transportation']"
371,"Kustoff, David",Tennessee,R,Ways and Means,https://kustoff.house.gov/,"['Energy', 'Congress', 'Economy and Jobs', 'Education', 'Health', 'National Security and Defense', 'Protecting Life', 'Veterans', 'Agriculture', 'Homeland Security']"
372,"Pfluger, August",Texas,R,Homeland Security|Energy and Commerce,https://pfluger.house.gov/,
373,"De La Cruz, Monica",Texas,R,Agriculture|Financial Services,https://delacruz.house.gov/,
374,"Granger, Kay",Texas,R,Appropriations,https://kaygranger.house.gov/,
375,"Weber, Randy",Texas,R,"Energy and Commerce|Science, Space, and Technology",https://weber.house.gov/,
376,"Jackson, Ronny",Texas,R,Agriculture|Armed Services|Foreign Affairs|Intelligence|Select Subcommittee on the Coronavirus Pandemic,https://jackson.house.gov/,
377,"Castro, Joaquin",Texas,D,Foreign Affairs|Intelligence,https://castro.house.gov/,
378,"Sessions, Pete",Texas,R,Financial Services|Oversight and Accountability,https://sessions.house.gov/,
379,"Roy, Chip",Texas,R,Budget|Judiciary|Rules,https://roy.house.gov/,"['Border Security', 'Election Integrity', 'Healthcare Freedom', 'Veterans', ""Rep. Roy's Pledge to Texas 21""]"
380,"Escobar, Veronica",Texas,D,Armed Services|Judiciary|Ethics,https://escobar.house.gov/,
381,"Arrington, Jodey",Texas,R,Budget|Ways and Means,https://arrington.house.gov/,
382,"Luttrell, Morgan",Texas,R,Armed Services|Homeland Security|Veterans' Affairs,https://luttrell.house.gov/,"['Congress', 'Economy', 'National Security', 'Energy', 'Health', 'Veterans']"
383,"Van Duyne, Beth",Texas,R,Small Business|Ways and Means,https://vanduyne.house.gov/,
384,"Green, Al",Texas,D,Financial Services,https://algreen.house.gov/,"['Veterans', 'Transportation', 'Health Care', 'Financial Services', 'Housing', 'Labor', 'Trade', 'Social Security', 'Education']"
385,"Gonzales, Tony",Texas,R,Appropriations|Homeland Security,https://gonzales.house.gov/,
386,"Nehls, Troy",Texas,R,Judiciary|Transportation and Infrastructure,https://nehls.house.gov/,"['Criminal Justice Reform', 'Energy', 'Immigration', 'Judiciary', 'Law Enforcement And Crime Updates', 'National Security', 'Other Updates', 'Oversight', 'Transportation And Infrastructure', 'Veterans Affairs']"
387,"Burgess, Michael",Texas,R,Budget|Energy and Commerce|Rules,https://burgess.house.gov/,
388,"Cloud, Michael",Texas,R,Appropriations|Oversight and Accountability|Select Subcommittee on the Coronavirus Pandemic,https://cloud.house.gov/,
389,"Cuellar, Henry",Texas,D,Appropriations,https://cuellar.house.gov/,
390,"Carter, John",Texas,R,Appropriations,https://carter.house.gov/,
391,"Doggett, Lloyd",Texas,D,Budget|Joint Committee on Taxation|Ways and Means,https://doggett.house.gov/,"['Fighting for Education and Our Youth', 'Gender Equality', 'Growing Our Economy', 'Healthcare', 'Immigration Reform', 'Protecting Our Planet', 'Veterans', 'Voting Rights', 'Coronavirus (COVID-19)', 'Gun Safety']"
392,"Williams, Roger",Texas,R,Financial Services|Small Business,https://williams.house.gov/,"['Small Business', 'Military', 'Veterans', 'Economy', 'Lowering Taxes', 'Second Amendment', 'Energy Independence', 'Immigration & Border Security', 'Health Care', 'Pro-Life']"
393,"Babin, Brian",Texas,R,"Transportation and Infrastructure|Science, Space, and Technology",https://babin.house.gov/,
394,"Hunt, Wesley",Texas,R,Natural Resources|Judiciary|Small Business,https://hunt.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
395,"Allred, Colin",Texas,D,Foreign Affairs|Transportation and Infrastructure,https://allred.house.gov/,"['Congress', 'Economy and Jobs', 'Education', 'Energy and Environment', 'Health care', 'Homeland Security, Public Safety and Immigration', 'National Security and Foreign Affairs', 'Transportation and Infrastructure', 'Veterans', 'Voting Rights and Campaign Finance']"
396,"Garcia, Sylvia",Texas,D,Financial Services|Select Subcommittee on the Weaponization of the Fed Govt,https://sylviagarcia.house.gov/,"['Economy and Labor', 'Education', 'Healthcare', 'Energy & Environment', 'Veterans', 'Gun Control', 'Immigration Reform', 'COVID-19', ""Women's & LGBTQ Equality"", 'Infrastructure & Trade']"
397,"Moore, Blake",Utah,R,Budget|Ways and Means,https://blakemoore.house.gov/,
398,"Maloy, Celeste",Utah,R,Transportation and Infrastructure|Small Business,https://maloy.house.gov/,
399,"Veasey, Marc",Texas,D,Armed Services|Energy and Commerce,https://veasey.house.gov/,"['Blue Collar Jobs', 'Education', 'Energy and Infrastructure', 'Housing', 'Protect ACA/ Reproductive Rights', 'Seniors', 'Veterans', 'Health and Fitness', 'Human Rights', 'Immigration', 'Science, Space and Technology', 'Transportation and Infrastructure', 'Voting Rights', 'Gun Violence Prevention', 'Minority Issues', 'National Security', ""Women's Rights""]"
400,"Curtis, John",Utah,R,Energy and Commerce|Natural Resources,https://curtis.house.gov/,
401,"Casar, Greg",Texas,D,Agriculture|Oversight and Accountability,https://casar.house.gov/,"['Child Care', 'Civil Rights', 'Criminal Justice', 'Climate Crisis', 'Economy', 'Education', 'Energy & Grid Reliability', 'Food & Agriculture', 'Gun Violence', 'Health Care']"
402,"Gonzalez, Vicente",Texas,D,Financial Services,https://gonzalez.house.gov/,"['Energy & Environment', 'Agriculture', 'Economy', 'Education', 'Foreign Relations', 'Health Care', 'Seniors & Medicare', 'Transportation & Infrastructure', 'Veterans & Our Military', 'Border & Trade']"
403,"Owens, Burgess",Utah,R,Education and the Workforce|Transportation and Infrastructure,https://owens.house.gov/,
404,"Crockett, Jasmine",Texas,D,Agriculture|Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability,https://crockett.house.gov/,"['Economy, Jobs, Housing', 'Voting Rights', 'Criminal Justice', 'Education', 'Energy & Climate Change', 'Equality', 'Health', 'Reproductive Justice', 'Immigration', 'Veterans', 'Gun Violence', 'Extreme Weather & Disaster Preparedness']"
405,"Balint, Becca",Vermont,D,Budget|Judiciary,https://balint.house.gov/,
406,"Wittman, Robert",Virginia,R,Armed Services|Natural Resources|Select Comm on the Strategic Competition US and China,https://wittman.house.gov/,
407,"Griffith, H.",Virginia,R,House Administration|Energy and Commerce,https://morgangriffith.house.gov/,
408,"Cline, Ben",Virginia,R,Appropriations|Budget|Judiciary|Select Comm on the Strategic Competition US and China,https://cline.house.gov/,
409,"Beyer, Donald",Virginia,D,Ways and Means,https://beyer.house.gov/,
410,"Kiggans, Jennifer",Virginia,R,Armed Services|Natural Resources|Veterans' Affairs,https://kiggans.house.gov/,
411,"Spanberger, Abigail",Virginia,D,Agriculture|Intelligence,https://spanberger.house.gov/,
412,"Connolly, Gerald",Virginia,D,Foreign Affairs|Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability,https://connolly.house.gov/,
413,"Wexton, Jennifer",Virginia,D,Appropriations|Budget,https://wexton.house.gov/,
414,"McClellan, Jennifer",Virginia,D,"Armed Services|Science, Space, and Technology",https://mcclellan.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Armed Services']"
415,"Good, Bob",Virginia,R,Budget|Education and the Workforce,https://good.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Protecting Life', 'Second Amendment', 'Immigration and Border Security', 'Fiscal Responsibility']"
416,"Larsen, Rick",Washington,D,Transportation and Infrastructure,https://larsen.house.gov/,
417,"Kilmer, Derek",Washington,D,Appropriations|House Administration,https://kilmer.house.gov/,
418,"DelBene, Suzan",Washington,D,Ways and Means,https://delbene.house.gov/,
419,"Newhouse, Dan",Washington,R,Appropriations|Select Comm on the Strategic Competition US and China,https://newhouse.house.gov/,"['Agriculture', 'Education', 'Energy', 'Fentanyl Crisis', 'Hanford', 'Health Care', 'Hydropower and Water Rights', 'Immigration and the Southern Border', 'Law Enforcement', 'Pacific Northwest National Laboratory', 'Public Lands', 'Second Amendment Rights', 'Spending and Economy', 'The Chinese Communist Party', 'Trade', 'Veterans', 'Wildfires and Forest Management']"
420,"Perez, Marie",Washington,D,Agriculture|Small Business,https://gluesenkampperez.house.gov/,
421,"Plaskett, Stacey",Virgin Islands,D,Select Subcommittee on the Weaponization of the Fed Govt|Intelligence,https://plaskett.house.gov/,
422,"Smith, Adam",Washington,D,Armed Services,https://adamsmith.house.gov/,"['Veterans', 'Aviation Noise and Emissions', ""America's Workers"", 'Budget', 'Civil Rights', 'Criminal Justice', 'Education', 'Energy and Environment', 'Health Care', 'Housing', 'Immigration Reform', 'International Leadership and Foreign Affairs']"
423,"Steil, Bryan",Wisconsin,R,Financial Services|House Administration|Joint Committee of Congress on the Library,https://steil.house.gov/,"['Agriculture', 'Congress', 'Debt and Deficit', 'Economy', 'Education', 'Environment and Energy', 'Financial Services', 'Health', 'Public Safety', 'Veterans', 'Election Integrity', 'National Security', 'Second Amendment', 'Seniors']"
424,"Scott, Robert",Virginia,D,Budget|Education and the Workforce,https://bobbyscott.house.gov/,"['Chesapeake Bay', 'Civil Rights', 'Committee on Education and Workforce', 'COVID-19', 'Crime', 'Defense & National Security', 'Economy and Jobs', 'Education', 'Energy & Environment', 'Faith-Based Initiative', 'Federal Budget', 'Foreign Affairs', 'Gun Safety', 'Health Care', 'Immigration', 'Judiciary', 'Shipbuilding', 'Social Security', 'Taxes', 'Trade', 'Veterans', 'Voting Rights', 'Youth PROMISE Act']"
425,"Rodgers, Cathy",Washington,R,Energy and Commerce,https://mcmorris.house.gov/,
426,"Jayapal, Pramila",Washington,D,Education and the Workforce|Judiciary,https://jayapal.house.gov/,
427,"Moore, Gwen",Wisconsin,D,Ways and Means,https://gwenmoore.house.gov/,
428,"Tiffany, Thomas",Wisconsin,R,Natural Resources|Judiciary,https://tiffany.house.gov/,"['Education', 'Energy', 'Veterans', 'Congress', 'Economy', 'Health']"
429,"Schrier, Kim",Washington,D,Energy and Commerce,https://schrier.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans']"
430,"Van Orden, Derrick",Wisconsin,R,Agriculture|Transportation and Infrastructure|Veterans' Affairs,https://vanorden.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Healthcare', 'Veterans', 'Agriculture', 'Transportation & Infrastructure', 'Border Security', 'National Defense']"
431,"Pocan, Mark",Wisconsin,D,Appropriations,https://pocan.house.gov/,"['Agriculture', 'Education', 'Energy and Environment', 'Equality', 'Healthcare', 'Jobs and the Workforce', 'Protecting the Right to Vote', 'Budget', 'National Security and Veterans', 'Supporting Seniors']"
432,"Hageman, Harriet",Wyoming,R,Select Subcommittee on the Weaponization of the Fed Govt|Natural Resources|Judiciary,https://hageman.house.gov/,"['Economy and Budget', 'Family Values and Education', 'Energy', 'Military and Veterans', 'Agriculture', 'Border Security and Immigration', 'The Administrative State', 'Natural Resources']"
433,"Mooney, Alexander",West Virginia,R,Financial Services,https://mooney.house.gov/,
434,"Strickland, Marilyn",Washington,D,Armed Services|Transportation and Infrastructure,https://strickland.house.gov/,
435,"Grothman, Glenn",Wisconsin,R,Budget|Education and the Workforce|Oversight and Accountability,https://grothman.house.gov/,
436,"Miller, Carol",West Virginia,R,Ways and Means,https://miller.house.gov/,"['Congress', 'Economy', 'Education', 'Energy', 'Health', 'Veterans', 'Congress', 'Economy', 'Education', 'Energy']"
437,"Fitzgerald, Scott",Wisconsin,R,Financial Services|Judiciary,https://fitzgerald.house.gov/,"['Inflation', 'Agriculture', 'Veterans', 'Health', 'Energy', 'Education', 'Jobs & Economy', 'Election Integrity']"
